legacy_id,legacy_base_id,name,description,retail_price,pet_type,product_type,age,unit,size,flavour,image_urls,is_active,created_at,updated_at,stock_quantity,thumbnail_url,default_rating,is_featured,label,row_index
"25","24","Happy feed adult Chicken 1.5 kg","A high-quality nutrition made for adult pets with chicken (1.5kg) supports daily nutrition.","2.500","cat","food","adult","kg","1.5","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/025.png","3.8","false","Food","278"
"26","24","Happy feed kitten Chicken 1.5 kg","A nutritious meal designed for kittens with chicken (1.5kg) supports daily nutrition.","2.500","cat","food","kitten","kg","1.5","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/026.jpeg","4.6","false","Food","541"
"27","24","Happy feed Sterelised Salmon 1.5 kg","A high-quality meal designed for cats with salmon (1.5kg) helps maintain overall health.","2.500","cat","food",,"kg","1.5","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/027.jpeg","4.7","false","Food","205"
"28","24","Happy feed adult Chicken 15kg","A high-quality meal designed for adult pets with chicken (15kg) ideal for everyday feeding.","12.500","cat","food","adult","kg","15","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/028.png","4.9","false","Food","359"
"29","24","Happy feed adult Gourmet 15kg","A nutritious meal designed for adult pets with gourmet (15kg) helps maintain overall health.","12.500","cat","food","adult","kg","15","gourmet",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/029.png","4.8","false","Food","55"
"30","24","Happy feed adult Salmon.15kg","A high-quality food formulated for adult pets with salmon (15kg) supports daily nutrition.","12.500","cat","food","adult","kg","15","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/030.png","3.6","false","Food","466"
"31","31","OPTILIFE adult  chicken 1.kg","A nutritious food formulated for adult pets with chicken (1kg) helps maintain overall health.","4.000","cat","food","adult","kg","1","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/031.png","4.7","false","Food","685"
"32","31","OPTILIFE kitten chicken 1.kg","A balanced food formulated for kittens with chicken (1kg) ideal for everyday feeding.","4.000","cat","food","kitten","kg","1","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/032.png","4.3","false","Food","254"
"33","31","OPTILIFE adult chicken 2.5kg","A nutritious nutrition made for adult pets with chicken (2.5kg) supports daily nutrition.","7.000","cat","food","adult","kg","2.5","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/033.png","3.9","false","Food","22"
"34","31","OPTILIFE kitten chicken 2.5kg","A balanced nutrition made for kittens with chicken (2.5kg) supports daily nutrition.","7.000","cat","food","kitten","kg","2.5","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/034.png","4.0","false","Food","25"
"35","35","Lara Junior Chicken 350gm","A nutritious meal designed for kittens with chicken (350g) ideal for everyday feeding.","1.000","cat","food","kitten","g","350","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/035.png","4.8","false","Food","245"
"36","35","Lara Adult Chicken 350gm","A high-quality nutrition made for adult pets with chicken (350g) supports daily nutrition.","1.000","cat","food","adult","g","350","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/036.png","4.5","false","Food","13"
"37","35","Lara Junior Chicken 2kg","A wholesome food formulated for kittens with chicken (2kg) helps maintain overall health.","3.500","cat","food","kitten","kg","2","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/037.jpeg","3.6","false","Food","547"
"38","35","Lara Adult Chicken 2kg","A wholesome meal designed for adult pets with chicken (2kg) ideal for everyday feeding.","3.500","cat","food","adult","kg","2","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/038.png","4.5","false","Food","769"
"39","35","Lara Adult Indoor Chicken 2kg","A nutritious food formulated for adult pets with chicken (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/039.png","4.3","false","Food","103"
"40","35","Lara Adult Salmon 2kg","A nutritious nutrition made for adult pets with salmon (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/040.jpeg","4.1","false","Food","94"
"41","35","Lara Adult Beef  2kg","A balanced meal designed for adult pets with beef (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","beef",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/041.png","4.2","false","Food","309"
"42","35","Lara Adult LAMB  2kg","A nutritious food formulated for adult pets with lamb (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","lamb",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/c72b79d5-b111-4b51-a948-cceb512c0aa4/thumbnail-1766665943399.png","4.8","false","Food","57"
"43","35","Lara Adult Senior 2kg","A nutritious meal designed for senior pets (2kg) ideal for everyday feeding.","3.500","cat","food","senior","kg","2",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/043.jpeg","4.8","false","Food","269"
"44","35","Lara Adult Beef 10.kg","A wholesome food formulated for adult pets with beef (10kg) helps maintain overall health.","12.500","cat","food","adult","kg","10","beef",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/044.png","3.8","false","Food","348"
"45","35","Lara Adult LAMB 10.kg","A nutritious meal designed for adult pets with lamb (10kg) supports daily nutrition.","12.500","cat","food","adult","kg","10","lamb",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/045.png","3.5","false","Food","70"
"46","35","Lara Adult Chicken 10kg","A wholesome nutrition made for adult pets with chicken (10kg) helps maintain overall health.","12.500","cat","food","adult","kg","10","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/046.jpeg","3.8","false","Food","188"
"47","35","Lara Adult Salmon 10kg","A balanced nutrition made for adult pets with salmon (10kg) supports daily nutrition.","12.500","cat","food","adult","kg","10","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/047.png","3.8","false","Food","121"
"48","48","Classic Variety 4kg","A high-quality food formulated for cats (4kg) ideal for everyday feeding.","5.000","cat","food",,"kg","4",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/048.jpeg","4.9","false","Food","503"
"49","48","Classic Variety 10kg","A wholesome nutrition made for cats (10kg) helps maintain overall health.","9.500","cat","food",,"kg","10",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/049.png","4.9","false","Food","113"
"50","50","Enjoy Adult Chicken 1kg","A wholesome meal designed for adult pets with chicken (1kg) helps maintain overall health.","1.500","cat","food","adult","kg","1","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/050.jpeg","4.7","false","Food","754"
"51","50","Enjoy Adult Chicken 10kg","A wholesome food formulated for adult pets with chicken (10kg) helps maintain overall health.","8.500","cat","food","adult","kg","10","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/051.jpeg","4.2","false","Food","52"
"52","50","Enjoy Adult Multicolour Chicken 10kg","A nutritious food formulated for adult pets with chicken (10kg) ideal for everyday feeding.","8.500","cat","food","adult","kg","10","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/052.jpeg","4.1","false","Food","524"
"53","50","Enjoy Adult Multicolour Chicken 20kg","A high-quality nutrition made for adult pets with chicken (20kg) ideal for everyday feeding.","16.000","cat","food","adult","kg","20","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/053.jpeg","4.5","false","Food","142"
"54","54","Reflex Plus Kitten Chicken 1.5 Kg","A nutritious food formulated for kittens with chicken (1.5kg) ideal for everyday feeding.","3.300","cat","food","kitten","kg","1.5","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/054.jpeg","3.8","false","Food","104"
"55","54","Reflex Plus Adult Chicken 1.5 Kg","A wholesome nutrition made for adult pets with chicken (1.5kg) ideal for everyday feeding.","3.300","cat","food","adult","kg","1.5","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/055.png","4.2","false","Food","393"
"56","54","Reflex Plus Urinary Chicken 1.5 Kg","A wholesome food formulated for adult pets with chicken (1.5kg) helps maintain overall health.","3.300","cat","food","adult","kg","1.5","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/056.jpeg","4.9","false","Food","770"
"57","54","Reflex Plus Mother & Baby Lamb & Rice1.5 Kg","A high-quality meal designed for kittens with lamb (1.5kg) ideal for everyday feeding.","3.300","cat","food","kitten","kg","1.5","lamb",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/057.jpeg","4.1","false","Food","800"
"58","54","Reflex Plus Lamb & Rice1.5 Kg","A balanced meal designed for cats with lamb (1.5kg) supports daily nutrition.","3.300","cat","food",,"kg","1.5","lamb",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/058.jpeg","4.4","false","Food","454"
"59","54","Reflex Plus Salmon 1.5 Kg","A high-quality meal designed for cats with salmon (1.5kg) ideal for everyday feeding.","3.300","cat","food",,"kg","1.5","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/059.jpeg","4.4","false","Food","280"
"60","54","Reflex Plus Skin Care Salmon 1.5 Kg","A balanced food formulated for cats with salmon (1.5kg) supports daily nutrition.","3.300","cat","food",,"kg","1.5","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/060.jpeg","4.5","false","Food","802"
"61","54","Reflex Plus Kitten Chicken 8Kg","A high-quality food formulated for kittens with chicken (8kg) supports daily nutrition.","3.300","cat","food","kitten","kg","8","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/061.jpeg","4.6","false","Food","727"
"62","54","Reflex Kitten Chicken & Rice 2kg","A high-quality food formulated for kittens with chicken (2kg) supports daily nutrition.","3.300","cat","food","kitten","kg","2","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/062.png","3.8","false","Food","814"
"63","54","Reflex Adult Chicken & Rice 2kg","A wholesome meal designed for adult pets with chicken (2kg) ideal for everyday feeding.","3.300","cat","food","adult","kg","2","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/063.jpeg","4.2","false","Food","164"
"64","54","Reflex Adult Gourmet  Chicken & Rice 2kg","A high-quality food formulated for adult pets with chicken (2kg) supports daily nutrition.","3.300","cat","food","adult","kg","2","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/064.jpeg","3.9","false","Food","66"
"65","54","Reflex Adult Salmon & Anchovy 2kg","A nutritious food formulated for adult pets with salmon (2kg) helps maintain overall health.","3.300","cat","food","adult","kg","2","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/065.jpeg","4.7","false","Food","638"
"66","54","Reflex Sterelised Salmon & Rice 2kg","A high-quality food formulated for cats with salmon (2kg) helps maintain overall health.","3.300","cat","food",,"kg","2","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/066.png","4.7","false","Food","21"
"67","54","Reflex Adult Chicken & Rice 15kg","A nutritious meal designed for adult pets with chicken (15kg) ideal for everyday feeding.","15.000","cat","food","adult","kg","15","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/067.jpg","4.7","false","Food","93"
"68","54","Reflex Adult Gourmet  Chicken & Rice 15kg","A high-quality meal designed for adult pets with chicken (15kg) supports daily nutrition.","15.000","cat","food","adult","kg","15","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/068.jpeg","4.8","false","Food","189"
"69","54","Reflex Adult Salmon & Anchovy 15kg","A balanced meal designed for adult pets with salmon (15kg) ideal for everyday feeding.","15.000","cat","food","adult","kg","15","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/069.jpeg","4.2","false","Food","115"
"70","70","Purepet Adult Chicken 3kg","A high-quality meal designed for adult pets with chicken (3kg) ideal for everyday feeding.","4.000","cat","food","adult","kg","3","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/070.jpeg","4.8","false","Food","763"
"71","70","Purepet Adult Ocean Fish 3kg","A wholesome nutrition made for adult pets with ocean fish (3kg) supports daily nutrition.","4.000","cat","food","adult","kg","3","ocean_fish",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/071.jpeg","4.4","false","Food","780"
"72","70","Purepet Adult Chicken 7kg","A wholesome food formulated for adult pets with chicken (7kg) supports daily nutrition.","6.000","cat","food","adult","kg","7","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/072.png","4.3","false","Food","463"
"73","70","Purepet Adult Persian Ocean Fish 3kg","A nutritious food formulated for adult pets with ocean fish (3kg) ideal for everyday feeding.","4.000","cat","food","adult","kg","3","ocean_fish",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/073.jpeg","4.7","false","Food","612"
"74","70","Purepet Adult Tuna & Salmon  7kg","A high-quality meal designed for adult pets with tuna (7kg) helps maintain overall health.","6.000","cat","food","adult","kg","7","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/074.jpeg","4.7","false","Food","813"
"75","24","Happy Cat Sensitive Stomach & Intestine 85g","A balanced meal designed for cats (85g) supports daily nutrition.","0.500","cat","food",,"g","85",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/075.jpeg","4.7","false","Food","274"
"76","24","Happy Cat Sensitive Skin & Coat 85g","A balanced food formulated for cats (85g) supports daily nutrition.","0.500","cat","food",,"g","85",,,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/076.jpeg","3.7","false","Food","538"
"77","24","Happy Cat Kitten & Junior Farm Duck 85g","A nutritious nutrition made for kittens with duck (85g) supports daily nutrition.","0.500","cat","food","kitten","g","85","duck",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/077.jpeg","4.0","false","Food","181"
"78","24","Happy Cat Kitten & Junior Farm Poultry 85g","A high-quality nutrition made for kittens with chicken (85g) helps maintain overall health.","0.500","cat","food","kitten","g","85","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/078.jpeg","4.2","false","Food","352"
"79","24","Happy Cat Farm Poultry 85g","A wholesome nutrition made for cats with chicken (85g) supports daily nutrition.","0.500","cat","food",,"g","85","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/079.jpeg","3.9","false","Food","771"
"80","24","Happy Cat Farm Duck 85g","A nutritious meal designed for cats with duck (85g) supports daily nutrition.","0.500","cat","food",,"g","85","duck",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/080.jpeg","3.9","false","Food","133"
"81","24","Happy Cat Bavarian Beef 85g","A high-quality meal designed for cats with beef (85g) ideal for everyday feeding.","0.500","cat","food",,"g","85","beef",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/081.jpeg","4.0","false","Food","684"
"82","24","Happy Cat Farm Lamb 85g","A wholesome food formulated for cats with lamb (85g) helps maintain overall health.","0.500","cat","food",,"g","85","lamb",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/082.jpeg","4.9","false","Food","421"
"83","24","Happy Cat Atlantic Salmon 85g","A nutritious nutrition made for cats with salmon (85g) ideal for everyday feeding.","0.500","cat","food",,"g","85","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/083.jpeg","4.0","false","Food","109"
"84","24","Happy Cat Spring Water Trout 85g","A wholesome nutrition made for cats with trout (85g) ideal for everyday feeding.","0.500","cat","food",,"g","85","trout",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/084.jpeg","4.4","false","Food","87"
"85","24","Happy Cat Duo Poultry & Beef 100g","A high-quality meal designed for cats with chicken (100g) supports daily nutrition.","0.700","cat","food",,"g","100","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/085.jpeg","4.5","false","Food","701"
"86","24","Happy Cat Duo Poultry & Lamb 100g","A high-quality meal designed for cats with chicken (100g) supports daily nutrition.","0.700","cat","food",,"g","100","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/086.jpeg","4.3","false","Food","472"
"87","24","Happy Cat Duo Poultry & Salmon 100g","A wholesome food formulated for cats with chicken (100g) supports daily nutrition.","0.700","cat","food",,"g","100","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/087.jpeg","4.8","false","Food","681"
"88","24","Happy Cat Chicken Drink 135ml","A wholesome meal designed for cats with chicken (135ml) ideal for everyday feeding.","1.000","cat","food",,"ml","135","chicken",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/088.jpeg","3.9","false","Food","18"
"89","24","Happy Cat Tuna Drink 135ml","A wholesome nutrition made for cats with tuna (135ml) helps maintain overall health.","1.000","cat","food",,"ml","135","tuna",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/089.jpeg","4.5","false","Food","328"
"90","24","Happy Cat Salmon Drink 135ml","A high-quality nutrition made for cats with salmon (135ml) supports daily nutrition.","1.000","cat","food",,"ml","135","salmon",,"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/090.jpeg","4.4","false","Food","255"
